soort,titel,jaar,imdb_score,histId,yearId
Film,Steamboat Willie,1928,7.6,-17.5,0.5
Film,Three Little Pigs,1933,7.5,-18.5,0.5
Film,The Wise Little Hen,1934,7.1,-28,0.5
Film,Lonesome Ghosts,1937,7.7,-16.5,0
Film,Snow White and the Seven Dwarfs,1937,7.6,-16.5,1
Film,Donald's Dog Laundry,1940,6.8,-26.5,-0.5
Film,Fantasia,1940,7.8,-14,0.5
Film,Pinocchio,1940,7.4,-22,1.5
Film,Chef Donald,1941,7.2,-23,-1
Film,Dumbo,1941,6.8,-25.5,0
Film,Lend a Paw,1941,7,-19,1
Film,The Little Whirlwind,1941,6.8,-24.5,2
Film,Bambi,1942,7.3,-30,-0.5
Film,How to Play Baseball,1942,7.3,-29,0.5
Film,Saludos Amigos,1942,6.1,-20.5,1.5
Film,De Drie Caballero's,1944,6.4,-23,0.5
Film,Double Dribble,1946,6.9,-22.5,0.5
Film,Fun & Fancy Free,1947,6.6,-23,0
Film,Miracle on 34th Street,1947,7.2,-22,1
Film,Melody Time,1948,6.3,-21.5,0
Film,Mickey and the Seal,1948,7.1,-27,1
Film,All in a Nutshell,1949,7.5,-17.5,0
Film,The Adventures of Ichabod and Mr. Toad,1949,7,-18,1
Film,Cinderella,1950,7.1,-26,0
Film,Treasure Island,1950,6.9,-21.5,1
Film,Alice in Wonderland,1951,6.9,-20.5,0.5
Film,Lambert the Sheepish Lion,1952,7.7,-15.5,-1
Film,Pluto's Christmas Tree,1952,7.7,-14.5,0
Film,Pluto's Party,1952,6.5,-25.5,1
Film,The Story of Robin Hood and His Merrie Men,1952,6.7,-30.5,2
Film,Peter Pan,1953,7.3,-28,0
Film,The Living Desert,1953,7.5,-16.5,1
Film,20000 Leagues Under the Sea,1954,7.2,-21,0
Film,The Vanishing Prairie,1954,7.4,-21,1
Film,Lady and the Tramp,1955,6.8,-23.5,0
Film,The African Lion,1955,7.2,-20,1
Film,Davy Crockett and the River Pirates,1956,6.8,-22.5,0
Film,Secrets of Life,1956,7.3,-27,1
Film,Old Yeller,1957,7.3,-26,0
Film,Perri,1957,6.8,-21.5,1
Film,Darby O'Gill and the Little People,1959,7.2,-19,-0.5
Film,Journey to the Center of the Earth,1959,7,-17,0.5
Film,Sleeping Beauty,1959,7.2,-18,1.5
Film,Jungle Cat,1960,7.4,-20,-0.5
Film,Pollyanna,1960,7.4,-19,0.5
Film,Swiss Family Robinson,1960,7.2,-17,1.5
Film,Greyfriars Bobby: The True Story of a Dog,1961,7.3,-25,-1
Film,One Hundred and One Dalmatians,1961,7.2,-16,0
Film,The AbsentMinded Professor,1961,6.8,-20.5,1
Film,The Parent Trap,1961,6.8,-19.5,2
Film,Almost Angels,1962,6.6,-22,-0.5
Film,"Sammy, the Way-Out Seal",1962,6.7,-29.5,0.5
Film,The Prince and the Pauper,1962,6.3,-20.5,1.5
Film,The Sword in the Stone,1963,7.2,-15,0.5
Film,Emil and the Detectives,1964,6.2,-21.5,-0.5
Film,Mary Poppins,1964,7.8,-13,0.5
Film,The Moon-Spinners,1964,6.7,-28.5,1.5
Film,That Darn Cat!,1965,6.8,-18.5,-0.5
Film,The Sound of Music,1965,8,-15.5,0.5
Film,Those Calloways,1965,6.7,-27.5,1.5
Film,The Adventures of Bullwhip Griffin,1967,6.5,-24.5,0
Film,The Jungle Book,1967,7.5,-15.5,1
Film,Blackbeard's Ghost,1968,6.9,-19.5,0
Film,The Love Bug,1968,6.5,-23.5,1
Film,Beneath the Planet of the Apes,1970,6.1,-19.5,0
Film,The AristoCats,1970,7.1,-25,1
Film,Bedknobs and Broomsticks,1971,7.1,-24,-0.5
Film,Escape from the Planet of the Apes,1971,6.3,-19.5,0.5
Film,The Million Dollar Duck,1971,5.9,-9.5,1.5
Film,Conquest of the Planet of the Apes,1972,6.1,-18.5,-1
Film,Justin Morgan Had a Horse,1972,6.5,-22.5,0
Film,Snowball Express,1972,6.5,-21.5,1
Film,The Biscuit Eater,1972,5.7,-13.5,2
Film,Battle for the Planet of the Apes,1973,5.5,-13,0
Film,Robin Hood,1973,7.6,-15.5,1
Film,Herbie Rides Again,1974,5.7,-12.5,-0.5
Film,The Bears and I,1974,6.2,-20.5,0.5
Film,The Castaway Cowboy,1974,5.9,-8.5,1.5
Film,Escape to Witch Mountain,1975,6.4,-22,-0.5
Film,The Apple Dumpling Gang,1975,6.5,-20.5,0.5
Film,The Rocky Horror Picture Show,1975,7.4,-18,1.5
Film,Freaky Friday,1976,6.1,-17.5,-1
Film,Gus,1976,5.9,-7.5,0
Film,Treasure of Matecumbe,1976,6.2,-19.5,1
Film,De Reddertjes,1977,6.9,-18.5,-1.5
Film,Herbie Goes to Monte Carlo,1977,5.7,-11.5,-0.5
Film,Peter en de Draak,1977,6.4,-21,0.5
Film,Star Wars,1977,8.6,-5,1.5
Film,The Many Adventures of Winnie the Pooh,1977,7.6,-14.5,2.5
Film,The Black Hole,1979,6,-11.5,-1
Film,The Muppet Movie,1979,7.6,-13.5,0
Film,Unidentified Flying Oddball,1979,5.3,-5.5,1
Film,Brubaker,1980,7.2,-14,-1
Film,Herbie Goes Bananas,1980,5,-8,0
Film,Star Wars: Episode V - The Empire Strikes Back,1980,8.7,0,1
Film,The Ghosts of Buxley Hall,1980,6.2,-18.5,2
Film,Amy,1981,6.7,-26.5,-1.5
Film,Chariots of Fire,1981,7.2,-13,-0.5
Film,Frank en Frey,1981,7.3,-24,0.5
Film,The Great Muppet Caper,1981,7.2,-12,1.5
Film,TRON,1982,6.8,-17.5,0.5
Film,Star Wars: Episode VI - Return of the Jedi,1983,8.3,-9.5,0.5
Film,André and Wally B.,1984,5.3,-4.5,-0.5
Film,Frankenweenie,1984,7.1,-23,0.5
Film,Splash,1984,6.2,-17.5,1.5
Film,Ladyhawke,1985,7,-16,-1
Film,Return to Oz,1985,6.7,-25.5,0
Film,The Black Cauldron,1985,6.4,-20,1
Film,The Journey of Natty Gann,1985,7.1,-22,2
Film,Aliens,1986,8.3,-8.5,-2.5
Film,Casebusters,1986,5.8,-10.5,-1.5
Film,De Speurneuzen,1986,7.2,-11,-0.5
Film,Fuzzbucket,1986,6.1,-16.5,0.5
Film,Luxo Jr.,1986,7.3,-23,1.5
Film,The Christmas Star,1986,6.4,-19,2.5
Film,The Fly,1986,7.6,-12.5,3.5
Film,3 Men and a Baby,1987,6,-10.5,-4
Film,Adventures in Babysitting,1987,6.9,-17.5,-3
Film,Black Widow,1987,6.4,-18,-2
Film,Bride of Boogedy,1987,7.4,-17,-1
Film,Damien - Omen 2,1987,6.3,-18.5,0
Film,Predator,1987,7.1,-21,1
Film,Raising Arizona,1987,7.3,-22,2
Film,Red's Dream,1987,6.3,-17.5,3
Film,Tin Men,1987,6.6,-21,4
Film,Wall Street,1987,7.4,-16,5
Film,Big,1988,7.3,-21,-2
Film,Big Business,1988,6.4,-17,-1
Film,Oliver & Company,1988,6.7,-24.5,0
Film,Tin Toy,1988,6.5,-19.5,1
Film,Who Framed Roger Rabbit,1988,7.7,-13.5,2
Film,Willow,1988,7.3,-20,3
Film,An Innocent Man,1989,6.5,-18.5,-3
Film,Cheetah,1989,6,-9.5,-2
Film,"Honey, I Shrunk the Kids",1989,6.3,-16.5,-1
Film,Knick Knack,1989,7.5,-14.5,0
Film,The Little Mermaid,1989,7.6,-11.5,1
Film,Turner & Hooch,1989,6.2,-16.5,2
Film,3 Men and a Little Lady,1990,5.4,-8,-2
Film,De Reddertjes in Kangoeroeland,1990,6.9,-16.5,-1
Film,DuckTales: Het Geheim van de Wonderlamp,1990,6.9,-15.5,0
Film,Edward Scissorhands,1990,7.9,-12.5,1
Film,Home Alone,1990,7.6,-10.5,2
Film,Predator 2,1990,6.3,-15.5,3
Film,Beauty and the Beast,1991,7.6,-9.5,-2
Film,Father of the Bride,1991,6.5,-17.5,-1
Film,Hot Shots!,1991,6.8,-16.5,0
Film,The Rocketeer,1991,6.5,-16.5,1
Film,White Fang,1991,6.7,-23.5,2
Film,Aladdin,1992,7.5,-13.5,-5
Film,Alien 3,1992,6.5,-15.5,-4
Film,Home Alone 2: Lost in New York,1992,6.8,-15.5,-3
Film,Honey I Blew Up the Kid,1992,4.8,-2.5,-2
Film,My Cousin Vinny,1992,7.6,-8.5,-1
Film,Newsies,1992,7,-15,0
Film,Sister Act,1992,6.4,-16,1
Film,The Hand That Rocks the Cradle,1992,6.7,-22.5,2
Film,The Mighty Ducks,1992,6.5,-14.5,3
Film,The Muppet Christmas Carol,1992,7.7,-12.5,4
Film,Cool Runnings,1993,7,-14,-7
Film,De Ongelofelijke Reis,1993,6.9,-14.5,-6
Film,Hocus Pocus,1993,6.9,-13.5,-5
Film,Hot Shots! Part Deux,1993,6.6,-20,-4
Film,Life with Mikey,1993,5.6,-13.5,-3
Film,Mrs. Doubtfire,1993,7,-13,-2
Film,Rookie of the Year,1993,6,-8.5,-1
Film,Sister Act 2: Back in the Habit,1993,5.6,-12.5,0
Film,The Adventures of Huck Finn,1993,6.2,-15.5,1
Film,The Beverly Hillbillies,1993,5,-7,2
Film,The Joy Luck Club,1993,7.7,-11.5,3
Film,The Nightmare Before Christmas,1993,8,-14.5,4
Film,The Sandlot,1993,7.8,-12,5
Film,The Three Musketeers,1993,6.4,-15,6
Film,Baby's Day Out,1994,6.2,-14.5,-4.5
Film,Blank Check,1994,5.3,-3.5,-3.5
Film,Camp Nowhere,1994,6.1,-15.5,-2.5
Film,D2: The Mighty Ducks,1994,6.1,-14.5,-1.5
Film,Iron Will,1994,6.6,-19,-0.5
Film,Speed,1994,7.2,-10,0.5
Film,The Lion King,1994,7.7,-10.5,1.5
Film,The Return of Jafar,1994,5.9,-6.5,2.5
Film,The Santa Clause,1994,6.5,-13.5,3.5
Film,Thumbelina,1994,6.3,-14.5,4.5
Film,A Goofy Movie,1995,6.8,-14.5,-6
Film,Dangerous Minds,1995,6.5,-12.5,-5
Film,Far From Home: Adventures of Yellow Dog,1995,6.4,-14,-4
Film,Father of the Bride Part II,1995,6.1,-13.5,-3
Film,Frank and Ollie,1995,7.8,-11,-2
Film,Heavy Weights,1995,6.7,-21.5,-1
Film,Nixon,1995,7.1,-20,0
Film,Operation Dumbo Drop,1995,5.1,-7,1
Film,Pocahontas,1995,6.7,-20.5,2
Film,The Big Green,1995,5.6,-11.5,3
Film,Tom and Huck,1995,5.5,-12,4
Film,Toy Story,1995,8.3,-7.5,5
Film,While You Were Sleeping,1995,6.7,-19.5,6
Film,101 Dalmatians,1996,5.7,-10.5,-7
Film,Aladdin en de Dievenkoning,1996,6.4,-13,-6
Film,Broken Arrow,1996,6.1,-12.5,-5
Film,Courage Under Fire,1996,6.6,-18,-4
Film,D3: The Mighty Ducks,1996,5.5,-11,-3
Film,De Ongelofelijke Reis 2: Verdwaald in San Francisco,1996,5.9,-5.5,-2
Film,First Kid,1996,5.2,-5,-1
Film,Jack,1996,5.8,-9.5,0
Film,James and the Giant Peach,1996,6.7,-18.5,1
Film,Jingle All The Way,1996,5.7,-9.5,2
Film,Muppet Treasure Island,1996,7,-12,3
Film,Romeo & Juliet,1996,6.7,-17.5,4
Film,That Thing You Do!,1996,6.9,-12.5,5
Film,The Hunchback of Notre Dame,1996,6.9,-11.5,6
Film,The Rock,1996,7.4,-15,7
Film,Air Force One,1997,6.5,-11.5,-8.5
Film,Alien Resurrection,1997,6.2,-13.5,-7.5
Film,Anastasia,1997,7.2,-9,-6.5
Film,Beauty and the Beast: The Enchanted Christmas,1997,6.1,-11.5,-5.5
Film,Face Off,1997,7.2,-8,-4.5
Film,Flubber,1997,5.3,-2.5,-3.5
Film,George of the Jungle,1997,5.5,-10,-2.5
Film,Geri's Game,1997,7.9,-11.5,-1.5
Film,Hercules,1997,7.3,-19,-0.5
Film,Home Alone 3,1997,4.5,-1.5,0.5
Film,"Honey, We Shrunk Ourselves",1997,5,-6,1.5
Film,Mr. Magoo,1997,4,0,2.5
Film,Picture Perfect,1997,5.5,-9,3.5
Film,Pooh's Grand Adventure: The Search for Christopher Robin,1997,7.1,-19,4.5
Film,Speed 2: Cruise Control,1997,3.9,0.5,5.5
Film,The Brave Little Toaster to the Rescue,1997,6.3,-13.5,6.5
Film,The Full Monty,1997,7.2,-7,7.5
Film,Titanic,1997,7.8,-10,8.5
Film,A Bug's Life,1998,7.2,-6,-9.5
Film,Brink!,1998,7.1,-18,-8.5
Film,Doctor Dolittle,1998,5.4,-7,-7.5
Film,Enemy of the State,1998,7.3,-18,-6.5
Film,Ever After: A Cinderella Story,1998,7,-11,-5.5
Film,Halloweentown,1998,6.8,-13.5,-4.5
Film,He Got Game,1998,6.9,-10.5,-3.5
Film,Hope Floats,1998,6.1,-10.5,-2.5
Film,I'll Be Home for Christmas,1998,5.5,-8,-1.5
Film,Mighty Joe Young,1998,5.6,-10.5,-0.5
Film,Miracle at Midnight,1998,7.1,-17,0.5
Film,Mulan,1998,6.6,-17,1.5
Film,Pocahontas II: Journey to a New World,1998,4.9,-3,2.5
Film,Ri¢hie Ri¢h's Christmas Wish,1998,4.1,-1,3.5
Film,Ruby Bridges,1998,7.2,-5,4.5
Film,Snake Eyes,1998,6,-7.5,5.5
Film,The Brave Little Toaster Goes to Mars,1998,5.7,-8.5,6.5
Film,The Jungle Book: Mowgli's Story,1998,4.2,0,7.5
Film,The Lion King II: Simba's Pride,1998,6.5,-10.5,8.5
Film,The Siege,1998,6.4,-12,9.5
Film,You Lucky Dog,1998,4.7,-5,10.5
Film,10 Things I Hate About You,1999,7.3,-17,-10
Film,Anna and the King,1999,6.7,-16.5,-9
Film,Annie,1999,6.7,-15.5,-8
Film,Boys Don't Cry,1999,7.5,-12.5,-7
Film,Can of Worms,1999,5,-5,-6
Film,Deuce Bigalow: Male Gigolo,1999,5.7,-7.5,-5
Film,Fantasia/2000,1999,7.2,-4,-4
Film,Genius,1999,6.3,-12.5,-3
Film,Horse Sense,1999,6.2,-12.5,-2
Film,Inspector Gadget,1999,4.1,0,-1
Film,Johnny Tsunami,1999,6.3,-11.5,0
Film,Mickey's Once Upon a Christmas,1999,7.2,-3,1
Film,My Favorite Martian,1999,5.1,-6,2
Film,Never Been Kissed,1999,6.1,-9.5,3
Film,Smart House,1999,6.3,-10.5,4
Film,Star Wars: Episode I - The Phantom Menace,1999,6.5,-9.5,5
Film,Tarzan,1999,7.3,-16,6
Film,Toy Story 2,1999,7.9,-10.5,7
Film,Zenon: Girl of the 21st Century,1999,6.4,-11,8
Film,102 Dalmatians,2000,4.9,-2,-11.5
Film,Alley Cats Strike,2000,6.1,-8.5,-10.5
Film,An Extremely Goofy Movie,2000,6.4,-10,-9.5
Film,Coyote Ugly,2000,5.7,-6.5,-8.5
Film,Dinosaur,2000,6.5,-8.5,-7.5
Film,For the Birds,2000,8,-13.5,-6.5
Film,Gone in 60 Seconds,2000,6.5,-7.5,-5.5
Film,Miracle in Lane 2,2000,6.1,-7.5,-4.5
Film,Mission to Mars,2000,5.7,-5.5,-3.5
Film,Quints,2000,5.7,-4.5,-2.5
Film,Ready to Run,2000,5.3,-1.5,-1.5
Film,Remember the Titans,2000,7.8,-9,-0.5
Film,Rip Girls,2000,6.2,-11.5,0.5
Film,Stepsister from Planet Weird,2000,5.9,-4.5,1.5
Film,The Beach,2000,6.7,-14.5,2.5
Film,The Emperor's New Groove,2000,7.3,-15,3.5
Film,The Kid,2000,6.1,-6.5,4.5
Film,The Little Mermaid II: Return to the Sea,2000,5.6,-9.5,5.5
Film,The Other Me,2000,6.1,-5.5,6.5
Film,The Tigger Movie,2000,6.3,-9.5,7.5
Film,The Ultimate Christmas Present,2000,5.9,-3.5,8.5
Film,"Up, Up, and Away!",2000,5.6,-8.5,9.5
Film,Whispers: An Elephant's Tale,2000,5.1,-5,10.5
Film,X-Men,2000,7.4,-14,11.5
Film,'Twas the Night,2001,5.4,-6,-9.5
Film,Atlantis: The Lost Empire,2001,6.9,-9.5,-8.5
Film,Behind Enemy Lines,2001,6.4,-9,-7.5
Film,Corky Romano,2001,4.7,-4,-6.5
Film,Dr. Dolittle 2,2001,4.7,-3,-5.5
Film,Halloweentown II: Kalabar's Revenge,2001,6.5,-6.5,-4.5
Film,Hounded,2001,5.1,-4,-3.5
Film,Jumping Ship,2001,6.2,-10.5,-2.5
Film,Lady and the Tramp II: Scamp's Adventure,2001,5.9,-2.5,-1.5
Film,Max Keeble's Big Move,2001,5.4,-5,-0.5
Film,"Monsters, Inc.",2001,8,-12.5,0.5
Film,Pearl Harbor,2001,6.2,-9.5,1.5
Film,Planet of the Apes,2001,5.7,-3.5,2.5
Film,Recess: School's Out,2001,6.6,-16,3.5
Film,The Luck of the Irish,2001,6.2,-8.5,4.5
Film,The Poof Point,2001,4.7,-2,5.5
Film,The Princess Diaries,2001,6.3,-8.5,6.5
Film,Three Days,2001,7.2,-2,7.5
Film,28 Days Later,2002,7.6,-7.5,-13.5
Film,A Ring of Endless Light,2002,6.1,-4.5,-12.5
Film,Antwone Fisher,2002,7.3,-14,-11.5
Film,Cadet Kelly,2002,5.5,-7,-10.5
Film,Cinderella II: Dreams Come True,2002,5,-4,-9.5
Film,Drumline,2002,5.9,-1.5,-8.5
Film,Get a Clue,2002,5.1,-3,-7.5
Film,Gotta Kick It Up!,2002,5.8,-8.5,-6.5
Film,Home Alone 4,2002,2.8,0.5,-5.5
Film,Ice Age,2002,7.5,-11.5,-4.5
Film,Lilo & Stitch,2002,7.2,-1,-3.5
Film,Mike's New Car,2002,7.1,-16,-2.5
Film,Return to Never Land,2002,5.8,-7.5,-1.5
Film,Road to Perdition,2002,7.7,-9.5,-0.5
Film,Signs,2002,6.7,-13.5,0.5
Film,Snow Dogs,2002,5.2,-4,1.5
Film,Star Wars: Episode II - Attack of the Clones,2002,6.5,-5.5,2.5
Film,Tarzan & Jane,2002,5.3,-0.5,3.5
Film,The Country Bears,2002,4.1,1,4.5
Film,The Hot Chick,2002,5.5,-6,5.5
Film,The Hunchback of Notre Dame II,2002,4.7,-1,6.5
Film,The Rookie,2002,6.9,-8.5,7.5
Film,The Santa Clause 2,2002,5.6,-7.5,8.5
Film,The Scream Team,2002,6.7,-12.5,9.5
Film,The Transporter,2002,6.8,-12.5,10.5
Film,Treasure Planet,2002,7.2,0,11.5
Film,Tuck Everlasting,2002,6.6,-15,12.5
Film,Winnie the Pooh: A Very Merry Pooh Year,2002,6.8,-11.5,13.5
Film,101 Dalmatians II: Patch's London Adventure,2003,5.8,-6.5,-11.5
Film,Atlantis: Milo's Return,2003,5.1,-2,-10.5
Film,Boundin',2003,6.9,-7.5,-9.5
Film,Brother Bear,2003,6.8,-10.5,-8.5
Film,Cheaper by the Dozen,2003,5.9,-0.5,-7.5
Film,Finding Nemo,2003,8.1,-9.5,-6.5
Film,Full-Court Miracle,2003,5.8,-5.5,-5.5
Film,George of the Jungle 2,2003,3.3,0.5,-4.5
Film,Inspector Gadget 2,2003,3.4,0.5,-3.5
Film,Phone Booth,2003,7,-10,-2.5
Film,Pirates of the Caribbean: The Curse of the Black Pearl,2003,8,-11.5,-1.5
Film,Recess naar Groep 7,2003,6.8,-9.5,-0.5
Film,Recess: All Growed Down,2003,6.6,-14,0.5
Film,Right on Track,2003,6.3,-7.5,1.5
Film,Stitch! The Movie,2003,6.2,-7.5,2.5
Film,The Cheetah Girls,2003,4.8,-1.5,3.5
Film,The Even Stevens Movie,2003,6.2,-6.5,4.5
Film,The Haunted Mansion,2003,5,-3,5.5
Film,The Jungle Book 2,2003,5.4,-4,6.5
Film,The Lizzie McGuire Movie,2003,5.5,-5,7.5
Film,The Young Black Stallion,2003,5.6,-6.5,8.5
Film,X2,2003,7.4,-13,9.5
Film,You Wish!,2003,6.2,-5.5,10.5
Film,Alien vs. Predator,2004,5.6,-5.5,-14
Film,America's Heart and Soul,2004,5.1,-1,-13
Film,Broken Lizard's Club Dread,2004,5.7,-2.5,-12
Film,Calendar Girls,2004,6.9,-6.5,-11
Film,Confessions of a Teenage Drama Queen,2004,4.6,0,-10
Film,Dodgeball: A True Underdog Story,2004,6.7,-11.5,-9
Film,Garden State,2004,7.4,-12,-8
Film,Garfield,2004,5,-2,-7
Film,Going to the Mat,2004,6.8,-8.5,-6
Film,Halloweentown High,2004,6.2,-4.5,-5
Film,Hidalgo,2004,6.7,-10.5,-4
Film,Home on the Range,2004,5.4,-3,-3
Film,"I, Robot",2004,7.1,-15,-2
Film,King Arthur,2004,6.3,-6.5,-1
Film,Lorenzo,2004,6.6,-13,0
Film,"Mickey, Donald, Goofy: The Three Musketeers",2004,6.4,-8,1
Film,Miracle,2004,7.5,-10.5,2
Film,Mulan II,2004,5.7,-1.5,3
Film,National Treasure,2004,6.8,-7.5,4
Film,Night Watch,2004,6.4,-7,5
Film,Raising Helen,2004,6,-6.5,6
Film,Sacred Planet,2004,6.1,-3.5,7
Film,Sideways,2004,7.5,-9.5,8
Film,Teacher's Pet,2004,5.8,-4.5,9
Film,The Day After Tomorrow,2004,6.4,-6,10
Film,The Incredibles,2004,8,-10.5,11
Film,The Lion King 1½,2004,6.5,-4.5,12
Film,The Princess Diaries 2: Royal Engagement,2004,5.8,-3.5,13
Film,Tiger Cruise,2004,6.2,-3.5,14
Film,Winnie the Pooh: Springtime with Roo,2004,6.5,-3.5,15
Film,Because of Winn-Dixie,2005,6.3,-5.5,-15
Film,Buffalo Dreams,2005,5.8,-2.5,-14
Film,Cheaper by the Dozen 2,2005,5.5,-4,-13
Film,Chicken Little,2005,5.7,-0.5,-12
Film,Cinderella Man,2005,8,-9.5,-11
Film,Derailed,2005,6.6,-12,-10
Film,Fantastic Four,2005,4.3,-2,-9
Film,Flightplan,2005,6.3,-4.5,-8
Film,Herbie Fully Loaded,2005,4.8,-0.5,-7
Film,Ice Princess,2005,6,-5.5,-6
Film,Jack-Jack Attack,2005,7.6,-6.5,-5
Film,Kingdom of Heaven,2005,7.2,1,-4
Film,Life Is Ruff,2005,4.9,-1,-3
Film,Lilo & Stitch 2: Stitch Has a Glitch,2005,6.3,-3.5,-2
Film,Mr. & Mrs. Smith,2005,6.5,-2.5,-1
Film,Now You See It...,2005,6.3,-2.5,0
Film,Once Upon a Mattress,2005,6.3,-1.5,1
Film,One Man Band,2005,7.7,-8.5,2
Film,Sky High,2005,6.2,-2.5,3
Film,Star Wars: Episode III - Revenge of the Sith,2005,7.5,-8.5,4
Film,Tarzan II,2005,5.6,-4.5,5
Film,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,-5.5,6
Film,The Emperor's New Groove 2: Kronk's New Groove,2005,5.8,-1.5,7
Film,The Greatest Game Ever Played,2005,7.4,-11,8
Film,The Pacifier,2005,5.6,-3.5,9
Film,The Proud Family Movie,2005,5.4,-2,10
Film,The Sandlot 2,2005,4.5,-0.5,11
Film,Twitches,2005,5.7,0.5,12
Film,Walk the Line,2005,7.8,-8,13
Film,Bambi II,2006,6.1,-2.5,-17
Film,Borat: Cultural Learnings of America,2006,7.3,-13,-16
Film,Brother Bear 2,2006,6.2,-1.5,-15
Film,Cars,2006,7.1,-14,-14
Film,Cow Belles,2006,5.2,-3,-13
Film,Déjà Vu,2006,7.1,-13,-12
Film,Doctor Dolittle 3,2006,4,1,-11
Film,Eight Below,2006,7.3,-12,-10
Film,Eragon,2006,5.1,0,-9
Film,Flicka,2006,6.1,-1.5,-8
Film,Garfield: A Tail of Two Kitties,2006,5,-1,-7
Film,Glory Road,2006,7.2,2,-6
Film,High School Musical,2006,5.4,-1,-5
Film,Ice Age: The Meltdown,2006,6.8,-6.5,-4
Film,Invincible,2006,7.1,-12,-3
Film,Leroy & Stitch,2006,6.2,-0.5,-2
Film,Lifted,2006,7.8,-7,-1
Film,Little Miss Sunshine,2006,7.8,-6,0
Film,Mater and the Ghostlight,2006,6.6,-11,1
