soort,titel,jaar,imdb_score,histId,yearId
Film,Captain Marvel,2019,6.9,10.5,-40
Film,De Dirigent,2019,7.3,14,-39
Film,Deion's Double Play,2019,7,4,-38
Film,Expedition Amelia,2019,7.7,1.5,-37
Film,Float,2019,7.4,6,-36
Film,Frozen 2,2019,6.9,11.5,-35
Film,Glass,2019,6.6,11,-34
Film,Into the Grand Canyon,2019,7.5,4.5,-33
Film,Jojo Rabbit,2019,7.9,-2.5,-32
Film,Kim Possible,2019,3.6,0.5,-31
Film,Lucy in the Sky,2019,4.9,2,-30
Film,Maleficent 2,2019,6.6,12,-29
Film,Marvel Rising: Operation Shuri,2019,5.2,2,-28
Film,Myth: A Frozen Tale,2019,6.7,11.5,-27
Film,Noelle,2019,6.3,11.5,-26
Film,Notre Dame: Race against The Inferno,2019,6.4,12,-25
Film,Penguins,2019,7,5,-24
Film,Ready or Not,2019,6.9,12.5,-23
Film,Scrapyard Supercar,2019,7,6,-22
Film,Smash and Grab,2019,6.7,12.5,-21
Film,Spies in Disguise,2019,6.8,10.5,-20
Film,Star Wars: The Rise of Skywalker,2019,6.7,13.5,-19
Film,Stuber,2019,6.2,13.5,-18
Film,Terminator: Dark Fate,2019,6.2,14.5,-17
Film,The Aftermath,2019,6.3,12.5,-16
Film,The Art of Racing in the Rain,2019,7.6,6.5,-15
Film,The Dominican Dream,2019,7.6,7.5,-14
Film,"The Good, The Bad, The Hungry",2019,6.8,11.5,-13
Film,The Kid Who Would Be King,2019,6,7.5,-12
Film,The Little Mermaid Live!,2019,5.6,10.5,-11
Film,The Lost Tomb of Alexander the Great,2019,6.6,13,-10
Film,Togo,2019,8,-0.5,-9
Film,Tolkien,2019,6.8,12.5,-8
Film,Toy Story 4,2019,7.8,4,-7
Film,Wind,2019,7.1,12,-6
Film,X-Men: Dark Phoenix,2019,5.8,6.5,-5
Film,A Celebration of the Music from Coco,2020,7.4,7,-33.5
Film,Artemis Fowl,2020,4.1,2,-32.5
Film,Books of Blood,2020,5.6,11.5,-31.5
Film,Chadwick Boseman: A Tribute for a King,2020,6.8,13.5,-30.5
Film,Chasing the Equinox,2020,5.9,8.5,-29.5
Film,Clouds,2020,9,0.5,-28.5
Film,De Schooltuin,2020,7.9,-1.5,-27.5
Film,Der Überläufer,2020,6.8,14.5,-26.5
Film,Downhill,2020,4.9,3,-25.5
Film,Elephant,2020,7.1,13,-24.5
Film,Hamilton,2020,9,1.5,-23.5
Film,Lamp Life,2020,6.7,14.5,-22.5
Film,Loop,2020,6.8,15.5,-21.5
Film,Miraculous World: New York,2020,7.3,15,-20.5
Film,Nomadland,2020,7.5,5.5,-19.5
Film,Onward,2020,7.4,8,-18.5
Film,Out,2020,7.7,2.5,-17.5
Film,Playdate with Destiny,2020,6.7,15.5,-16.5
Film,Safety,2020,6.6,14,-15.5
Film,Soul,2020,7.8,5,-14.5
Film,The Call of the Wild,2020,6.8,16.5,-13.5
Film,The Disney Family Singalong,2020,8,0.5,-12.5
Film,The Lego Star Wars Holiday Special,2020,7.9,-0.5,-11.5
Film,The New Mutants,2020,5.3,4.5,-10.5
Film,The One and Only Ivan,2020,6.7,16.5,-9.5
Film,Timmy Fiasco: Privédetective,2020,6.1,12.5,-8.5
Film,Underwater,2020,5.8,7.5,-7.5
Film,Antlers,2021,6,8.5,-37
Film,Black Widow (VIP-toegang),2021,7.4,9,-36
Film,Black Widow (zonder VIP-toegang),2021,6.8,17.5,-35
Film,Cruella (met VIP-toegang),2021,6.9,13.5,-34
Film,Cruella (zonder VIP-toegang),2021,7.4,10,-33
Film,Derek DelGaudio's In & Of Itself,2021,8.3,-1.5,-32
Film,Eternals,2021,6.8,18.5,-31
Film,Free Guy,2021,7.4,11,-30
Film,Hysterical,2021,6.7,17.5,-29
Film,Jungle Cruise (met VIP-toegang),2021,7,7,-28
Film,Jungle Cruise (zonder VIP-toegang),2021,6.6,15,-27
Film,Luca,2021,8.4,-3.5,-26
Film,Most Magical Story on Earth: The 50 Years of Walt Disney World,2021,7.8,6,-25
Film,Playing with Sharks,2021,8.3,-0.5,-24
Film,Raya en de Laatste Draak,2021,8.3,0.5,-23
Film,Ron's Gone Wrong,2021,7.2,13,-22
Film,Shang-Chi and the Legend of the Ten Rings,2021,7.9,0.5,-21
Film,Summer of Soul,2021,8.3,1.5,-20
Film,The Last Duel,2021,7.7,3.5,-19
Film,The Legend of Jimmy the Greek,2021,5.3,5.5,-18
Film,The Night House,2021,6.5,13.5,-17
Film,The Rescue,2021,8.4,-2.5,-16
Film,The Simpsons in Plusaversary,2021,5.7,9.5,-15
Film,Torn,2021,8.4,-1.5,-14
Film,Us Again,2021,8.1,-2.5,-13
Film,Wolfgang,2021,8.2,-5.5,-12
Serie,The Muppet Show,1976,8.4,-0.5,2
Serie,Spider-Woman,1979,5.7,10.5,2
Serie,Spider-Man,1981,7,8,2.5
Serie,Knabbel en Babbel Rescue Rangers,1989,7.6,8.5,3
Serie,The Simpsons,1989,8.6,-2,4
Serie,Darkwing Duck,1991,7.6,9.5,3
Serie,Goof Troop,1992,6.8,19.5,5
Serie,The Little Mermaid,1992,6.8,20.5,6
Serie,Boy Meets World,1993,8.1,-1.5,7
Serie,The X-Files,1993,8.6,-1,8
Serie,Gargoyles,1994,8.1,-0.5,5.5
Serie,Timon & Pumbaa,1995,7.1,14,7
Serie,Mighty Ducks,1996,6.5,14.5,8
Serie,Recess,1997,7.8,7,9.5
Serie,Angel,1999,7.9,1.5,9
Serie,Family Guy,1999,8.1,0.5,10
Serie,The Avengers: United They Stand,1999,5.5,10,11
Serie,Teacher's Pet,2000,6.3,13.5,12.5
Serie,According to Jim,2001,6.4,13,8.5
Serie,Lizzie McGuire,2001,6.6,16,9.5
Serie,The Proud Family,2001,6.4,14,10.5
Serie,Kim Possible,2002,7.2,14,14.5
Serie,Air Crash Investigation,2003,8.8,-0.5,11.5
Serie,That's So Raven,2003,6.6,17,12.5
Serie,American Dad,2005,7.3,16,14
Serie,Criminal Minds,2005,8.1,1.5,15
Serie,My Name is Earl,2005,7.7,4.5,16
Serie,Hannah Montana,2006,5,7,17
Serie,The Suite Life of Zack & Cody,2006,6.5,15.5,18
Serie,"Fais pas ci, fais pas ça",2007,7.7,5.5,11
Serie,Phineas and Ferb,2007,7.9,2.5,12
Serie,Private Practice,2007,6.7,18.5,13
Serie,Wizards of Waverly Place,2007,6.8,21.5,14
Serie,Star Wars: The Clone Wars,2008,8.2,-4.5,10.5
Serie,The Suite Life on Deck,2008,6.3,14.5,11.5
Serie,Apocalypse: The Second World War,2009,9,2.5,15.5
Serie,Dollhouse,2009,7.7,6.5,16.5
Serie,Modern Family,2009,8.4,0.5,17.5
Serie,Sonny with a Chance,2009,6.1,13.5,18.5
Serie,The Super Hero Squad Show,2009,6.1,14.5,19.5
Serie,Un Homme D'Honneur,2009,7.1,15,20.5
Serie,Zeke & Luther,2009,6.4,15,21.5
Serie,Ancient X Files,2010,6.5,16.5,18
Serie,Good Luck Charlie,2010,7,9,19
Serie,Great Migrations,2010,8.1,2.5,20
Serie,Only Murders in the Building,2010,8.3,2.5,21
Serie,Raising Hope,2010,8,1.5,22
Serie,Take Two with Phineas and Ferb,2010,6.4,16,23
Serie,The Avengers: Earth's Mightiest Heroes,2010,8.3,3.5,24
Serie,The Walking Dead,2010,8.2,-3.5,25
Serie,A.N.T. Farm,2011,5,8,16
Serie,American Horror Story,2011,8,2.5,17
Serie,Austin & Ally,2011,6,9.5,18
Serie,Bob's Burgers,2011,8.1,3.5,19
Serie,Body of Proof,2011,7.1,16,20
Serie,Homeland,2011,8.3,4.5,21
Serie,Jessie,2011,5.9,9.5,22
Serie,Minnie's Bow-Toons,2011,6.3,15.5,23
Serie,New Girl,2011,7.7,7.5,24
Serie,Once Upon a Time,2011,7.7,8.5,25
Serie,The Incredible Dr. Pol,2011,8.6,0,26
Serie,The Killing,2011,8.2,-2.5,27
Serie,Birth of Europe,2012,7.1,17,11.5
Serie,Crimi Clowns,2012,8.1,4.5,12.5
Serie,Doc McStuffins,2012,6.7,19.5,13.5
Serie,Gravity Falls,2012,8.9,-0.5,14.5
Serie,Lab Rats,2012,6.6,18,15.5
Serie,Marvel's Ultimate Spider-Man,2012,7.1,18,16.5
Serie,Mère et Fille,2012,6.8,22.5,17.5
Serie,Randy Cunningham: 9th Grade Ninja,2012,6.6,19,18.5
Serie,TRON: Uprising,2012,8.2,-1.5,19.5
Serie,Unlikely Animal Friends,2012,7.7,9.5,20.5
Serie,Agents of S.H.I.E.L.D.,2013,7.5,6.5,7
Serie,Broadchurch,2013,8.4,1.5,8
Serie,Car S.O.S.,2013,8.1,5.5,9
Serie,De Kliniek,2013,2.9,0.5,10
Serie,"Dude, That's My Ghost!",2013,6,10.5,11
Serie,Henry Hugglemonster,2013,5.2,3,12
Serie,King Fishers,2013,7.1,19,13
Serie,Lazy Company,2013,6.5,17.5,14
Serie,Liv and Maddie,2013,6.3,16.5,15
Serie,Marvel's Agents of S.H.I.E.L.D.,2013,7.5,7.5,16
Serie,Marvel's Avengers Assemble,2013,7,10,17
Serie,Mighty Med,2013,6.5,18.5,18
Serie,Mistresses,2013,7.1,20,19
Serie,Once Upon a Time in Wonderland,2013,7,11,20
Serie,Sheriff Callies Wilde Westen,2013,6.4,17,21
Serie,The Americans,2013,8.4,2.5,22
Serie,The Fosters,2013,7.9,3.5,23
Serie,The Mafia Only Kills in Summer,2013,7.9,4.5,24
Serie,Ultimate Airport Dubai,2013,7.7,10.5,25
Serie,When Sharks Attack,2013,6.6,20,26
Serie,Black-ish,2014,7.1,21,18
Serie,Cosmos: A Spacetime Odyssey,2014,9.3,0.5,19
Serie,"Dr. Oakley, Yukon Vet",2014,8.2,-0.5,20
Serie,Girl Meets World,2014,7.2,15,21
Serie,Kirby Buckets,2014,4.7,6,22
Serie,Muppet Moments,2014,8,3.5,23
Serie,People Just Do Nothing,2014,8.5,0.5,24
Serie,Star Wars Rebels,2014,8,4.5,25
Serie,The Evermoor Chronicles,2014,6.1,15.5,26
Serie,Tyrant,2014,7.8,8,27
Serie,Agent Carter,2015,7.9,5.5,4.5
Serie,Alex & Co,2015,5.4,7,5.5
Serie,America's National Parks,2015,7.9,6.5,6.5
Serie,Amigo's,2015,7.5,8.5,7.5
Serie,Deadly Instincts,2015,4.8,2.5,8.5
Serie,Descendants Wicked World,2015,6.7,20.5,9.5
Serie,Empire,2015,7.3,17,10.5
Serie,Gåsmamman,2015,7.5,9.5,11.5
Serie,Hitler's Death Squads,2015,7.2,16,12.5
Serie,Humans,2015,8,5.5,13.5
Serie,Ice Road Rescue,2015,8.3,5.5,14.5
Serie,Lego Star Wars: Droid Tales,2015,7.5,10.5,15.5
Serie,Life in Pieces,2015,8,6.5,16.5
Serie,Miraculous: Tales of Ladybug & Cat Noir,2015,7.8,9,17.5
Serie,One Mississippi,2015,7.4,12,18.5
Serie,Penoza Sweden,2015,7.5,11.5,19.5
Serie,PJ Masks,2015,5.6,12.5,20.5
Serie,Poldark,2015,8.3,6.5,21.5
Serie,Quantico,2015,6.7,21.5,22.5
Serie,Spitsbroers,2015,7.5,12.5,23.5
Serie,Star vs. de Kracht van het Kwaad,2015,8,7.5,24.5
Serie,The Muppets,2015,7.4,13,25.5
Serie,Wild Sri Lanka,2015,8.6,1,26.5
Serie,Wild Yellowstone,2015,7.5,13.5,27.5
Serie,American Housewife,2016,7.4,14,8.5
Serie,Animal ER,2016,7.6,10.5,9.5
Serie,Atlanta,2016,8.6,2,10.5
Serie,Better Things,2016,7.8,10,11.5
Serie,Continent 7: Antarctica,2016,7.4,15,12.5
Serie,Criminal Minds: Beyond Borders,2016,6.2,15.5,13.5
Serie,Elena of Avalor,2016,6.4,18,14.5
Serie,Genius by Stephen Hawking,2016,7.7,11.5,15.5
Serie,Lab Rats: Elite Force,2016,6.5,19.5,16.5
Serie,Lego Star Wars: The Freemaker Adventures,2016,7.5,14.5,17.5
Serie,MECH-X4,2016,6.1,16.5,18.5
Serie,Milo Murphy's Law,2016,7.5,15.5,19.5
Serie,Pitch,2016,7.4,16,20.5
Serie,Primal Survivor,2016,8.4,3.5,21.5
Serie,Soy Luna,2016,6.9,14.5,22.5
Serie,Star,2016,6.7,22.5,23.5
Serie,Supercar Megabuild,2016,7,12,24.5
Serie,The Catch,2016,7.2,17,25.5
Serie,The Lion Guard,2016,6.5,20.5,26.5
Serie,The Lodge,2016,6,11.5,27.5
Serie,Victoria,2016,8.2,0.5,28.5
Serie,What We Do in The Shadows,2016,8.5,1.5,29.5
Serie,5vor12,2017,7.3,18,-1
Serie,Andi Mack,2017,7.2,18,0
Serie,Babylon Berlin,2017,8.4,4.5,1
Serie,Chip 'n Dale's Nutty Tales,2017,7.6,11.5,2
Serie,Club Mickey Mouse,2017,7.3,19,3
Serie,Das Verschwinden,2017,7.3,20,4
Serie,Disney Junior Music Nursery Rhymes,2017,6.7,23.5,5
Serie,Disney's Fairy Tale Weddings,2017,6.2,16.5,6
Serie,DuckTales,2017,8.2,1.5,7
Serie,Feud: Bette and Joan,2017,8.5,2.5,8
Serie,Genius: Aretha,2017,8.3,7.5,9
Serie,Genius: Einstein,2017,8.3,8.5,10
Serie,Genius: Picasso,2017,8.3,9.5,11
Serie,Inhumans,2017,5,9,12
Serie,Inside the SS,2017,7.5,16.5,13
Serie,Keeping Faith,2017,7.1,22,14
Serie,Legion,2017,8.2,2.5,15
Serie,Liar,2017,7.1,23,16
Serie,Marvel Future Avengers,2017,5.6,13.5,17
Serie,Marvel Runaways,2017,7,13,18
Serie,Marvel Super Hero Adventures,2017,6.2,17.5,19
Serie,Marvel's Ant-Man,2017,6.6,21,20
Serie,Marvel's Rocket & Groot,2017,6.9,15.5,21
Serie,Marvel's Runaways,2017,7,14,22
Serie,Marvel's Spider-Man,2017,6.1,17.5,23
Serie,Marvel's Spider-Man: Maximum Venom,2017,6.2,18.5,24
Serie,Maximilian - Das Spiel von Macht und Liebe,2017,7.5,17.5,25
Serie,Mickey and the Roadster Racers,2017,6.2,19.5,26
Serie,Missions,2017,6.7,24.5,27
Serie,Origins: The Journey of Humankind,2017,6.7,25.5,28
Serie,Porters,2017,6.7,26.5,29
Serie,Puppy Dog Pals,2017,7.1,24,30
Serie,Rapunzel's Tangled Adventure,2017,7.6,12.5,31
Serie,Runaways,2017,7.1,25,32
Serie,Snowfall,2017,8.2,3.5,33
Serie,Star Wars: Forces of Destiny,2017,4.9,4,34
Serie,The Good Karma Hospital,2017,7.9,7.5,35
Serie,The Mick,2017,7.8,11,36
Serie,The Orville,2017,8,8.5,37
Serie,Vampirina,2017,6.8,23.5,38
Serie,Year Million,2017,7.4,17,39
Serie,9-1-1,2018,7.7,12.5,4
Serie,Big City Greens,2018,6.8,24.5,5
Serie,Bluey,2018,9.7,0.5,6
Serie,Coop & Cami Ask The World,2018,5.8,8.5,7
Serie,Drain the Oceans,2018,7.6,13.5,8
Serie,Fancy Nancy,2018,5.2,4,9
Serie,Find Me In Paris,2018,7.2,19,10
Serie,Grown-ish,2018,6.4,19,11
Serie,Il Cacciatore,2018,7.5,18.5,12
Serie,Legend of the Three Caballeros,2018,7.9,8.5,13
Serie,Marvel Rising: Initiation,2018,5.1,7,14
Serie,Mr Inbetween,2018,8.6,3,15
Serie,Mr. Inbetween,2018,8.6,4,16
Serie,Muppet Babies,2018,7,15,17
Serie,One Strange Rock,2018,8.8,0.5,18
Serie,Pagan Peak,2018,8,9.5,19
Serie,Papa ou Maman,2018,6.2,20.5,20
Serie,Penny op M.A.R.S.,2018,7.1,26,21
Serie,Rel,2018,4.4,1,22
Serie,Rocky Mountain Animal Rescue,2018,7.9,9.5,23
Serie,Secrets of the Zoo,2018,8.4,5.5,24
Serie,Siren,2018,7,16,25
Serie,Station 19,2018,6.8,25.5,26
Serie,The Chi,2018,7.3,21,27
Serie,The Resident,2018,7.7,13.5,28
Serie,Tut's Treasures: Hidden Secrets,2018,7.2,20,29
Serie,Vampirina Ghoul Girls Rock!,2018,7.9,10.5,30
Serie,101 Dalmatian Street,2019,6.3,17.5,-4
Serie,A Confession,2019,7.6,14.5,-3
Serie,Amphibia,2019,7.9,11.5,-2
Serie,Apocalypse: War of the Worlds,2019,8.4,6.5,-1
Serie,Beecham House,2019,6.7,27.5,0
Serie,Bia,2019,7,17,1
Serie,Bless the Harts,2019,5.5,11,2
Serie,Bless this Mess,2019,6.9,16.5,3
Serie,Bless This Mess,2019,6.9,17.5,4
Serie,Buried Secrets of WWII,2019,7.3,22,5
Serie,Dollface,2019,7.4,18,6
Serie,Double Je,2019,6.4,20,7
Serie,"Dr. T, Lone Star Vet",2019,8.4,7.5,8
Serie,Encore!,2019,7.4,19,9
Serie,Europe From Above,2019,8.1,6.5,10
Serie,Family Sundays,2019,5.7,11.5,11
Serie,Forky Asks a Question,2019,6.9,18.5,12
Serie,Fosse/Verdon,2019,7.9,12.5,13
Serie,Gabby Duran and the Unsittables,2019,5.2,5,14
Serie,Good Trouble,2019,7.5,19.5,15
Serie,Gordon Ramsay: Uncharted,2019,7.8,12,16
Serie,High School Musical: The Musical: The Series,2019,7.3,23,17
Serie,Hostile Planet,2019,8.2,4.5,18
Serie,Just Roll With It,2019,4.8,3.5,19
Serie,Kingdom of the White Wolf,2019,8.2,5.5,20
Serie,Le Temps Est Assassin,2019,5.3,6.5,21
Serie,Lost Treasures of Egypt,2019,8.2,6.5,22
Serie,M-A City Hunts a Murderer,2019,5.7,12.5,23
Serie,M-Eine Stadt Sucht Einen Mörder,2019,5.7,13.5,24
Serie,Marvel's Hero Project,2019,5.5,12,25
Serie,Mickey Mouse: Mixed-Up Adventures,2019,7.1,27,26
Serie,Mixed-ish,2019,6.3,18.5,27
Serie,One Day at Disney,2019,7.4,20,28
Serie,Pick of the Litter,2019,8.4,8.5,29
Serie,Pixar in Real Life,2019,6.5,21.5,30
Serie,Sadie Sparks Shorts,2019,7,18,31
Serie,Sadie Sparks: Funny Bunny,2019,7,19,32
Serie,Short Circuit,2019,7.6,15.5,33
Serie,Studio Tarara,2019,7.8,13,34
Serie,Sydney to the Max,2019,6.1,18.5,35
Serie,The Fix,2019,6.6,22,36
Serie,The Godfather of Harlem,2019,8,10.5,37
Serie,The Hot Zone,2019,7.3,24,38
Serie,The Imagineering Story,2019,9.1,0.5,39
Serie,The Mandalorian,2019,8.7,1,40
Serie,The Pier,2019,7.2,21,41
Serie,The World According to Jeff Goldblum,2019,7.8,14,42
Serie,Tropiques Criminels,2019,7.2,22,43
Serie,Ultimate Survival WWII,2019,9.2,0.5,44
Serie,War of the Worlds,2019,6.3,19.5,45
Serie,World on Fire,2019,7.3,25,46
Serie,9-1-1: Lone Star,2020,6.9,19.5,-6.5
Serie,A Teacher,2020,6.9,20.5,-5.5
Serie,A Wilderness of Error,2020,6.5,22.5,-4.5
Serie,Baghdad Central,2020,7.3,26,-3.5
Serie,Be Our Chef,2020,6.4,21,-2.5
Serie,Becoming,2020,7.3,27,-1.5
Serie,Big Sky,2020,6.7,28.5,-0.5
Serie,Black Narcissus,2020,5.8,9.5,0.5
Serie,Breeders,2020,7.4,21,1.5
Serie,Dave,2020,8.3,10.5,2.5
Serie,De Wonderlijke Wereld van Mickey Mouse,2020,8,11.5,3.5
Serie,Diary of a Future President,2020,5.8,10.5,4.5
Serie,Disney Gallery / Star Wars: The Mandalorian,2020,8.5,3.5,5.5
Serie,Disney Insider,2020,6.7,29.5,6.5
Serie,Earth to Ned,2020,6.6,23,7.5
Serie,Filthy Rich,2020,6.1,19.5,8.5
Serie,Helstrom,2020,6.8,26.5,9.5
Serie,High Fidelity,2020,7.7,14.5,10.5
Serie,Inside Pixar,2020,7.2,23,11.5
Serie,Into the Unknown: Making Frozen II,2020,8.6,5,12.5
Serie,It's A Dog's Life,2020,8.2,7.5,13.5
Serie,Kingdom of Mummies,2020,7.1,28,14.5
Serie,Love in the Time of Corona,2020,5.6,14.5,15.5
Serie,"Love, Victor",2020,8.1,7.5,16.5
Serie,Magic of Disney's Animal Kingdom,2020,8.2,8.5,17.5
Serie,Moloch,2020,5.8,11.5,18.5
Serie,Mrs. America,2020,7.9,13.5,19.5
Serie,Muppets Now,2020,6,12.5,20.5
Serie,Next,2020,6.7,30.5,21.5
Serie,Peacemaker,2020,7.3,28,22.5
Serie,Prop Culture,2020,8.4,9.5,23.5
Serie,Shop Class,2020,6.8,27.5,24.5
Serie,Solar Opposites,2020,8,12.5,25.5
Serie,The Big Fib,2020,5.1,8,26.5
Serie,The Con,2020,7.1,29,27.5
Serie,The Gloaming,2020,6.7,31.5,28.5
Serie,The Right Stuff,2020,6.4,22,29.5
Serie,Tips voor thuisblijven,2020,6.5,23.5,30.5
Serie,To Catch a Smuggler,2020,6.9,21.5,31.5
Serie,WandaVision,2020,8.1,8.5,32.5
Serie,White House Farm,2020,7.4,22,33.5
Serie,Zenimation,2020,7.3,29,34.5
Serie,9/11: One Day in America,2021,9.4,0.5,-11
Serie,Alive & Kicking,2021,6.3,20.5,-10
Serie,Alive and Kicking,2021,6.3,21.5,-9
Serie,American Horror Stories,2021,6.1,20.5,-8
Serie,Besos Al Aire,2021,6.9,22.5,-7
Serie,Big Shot,2021,7.4,23,-6
Serie,Dat Ene Woord: Feyenoord,2021,8.9,0.5,-5
Serie,Doogie Kamealoha,2021,5.4,8,-4
Serie,"Doogie Kamealoha, M.D.",2021,5.5,13,-3
Serie,Dopesick,2021,8.8,1.5,-2
Serie,En Therapie,2021,8.2,9.5,-1
Serie,Hawkeye,2021,8.1,9.5,0
Serie,Insânia,2021,5.2,6,1
Serie,Knabbel en Babbel: Park Life,2021,5.4,9,2
Serie,Loki,2021,8.9,1.5,3
Serie,M.O.D.O.K.,2021,6.3,22.5,4
Serie,Marvel Studios Assembled,2021,8,13.5,5
Serie,Marvel Studios Legends,2021,6.5,24.5,6
Serie,Marvel Studios: Legends,2021,6.5,25.5,7
Serie,Marvel Studios' Assembled,2021,8.1,10.5,8
Serie,Marvel Studios' Assembles,2021,8,14.5,9
Serie,Marvel Studios' Legends,2021,6.4,23,10
Serie,Marvel's Hit-Monkey,2021,8,15.5,11
Serie,Marvel's What If…?,2021,7.7,15.5,12
Serie,"McCartney 3,2,1",2021,9,3.5,13
Serie,Monsters aan het Werk,2021,7.2,24,14
Serie,Monsters at Work,2021,7.3,30,15
Serie,Pride,2021,5.9,10.5,16
Serie,Professor T: UK,2021,6.9,23.5,17
Serie,Queens,2021,6.2,21.5,18
Serie,Race to the Center of the Earth,2021,6.4,24,19
Serie,Rebel,2021,7,20,20
Serie,Reservation Dogs,2021,8.2,10.5,21
Serie,Secrets of Sulphur Springs,2021,7.7,16.5,22
Serie,Star Wars: The Bad Batch,2021,8.4,10.5,23
Serie,Star Wars: Visions,2021,10,0.5,24
Serie,The Big Leap,2021,7.3,31,25
Serie,The Book of Boba Fett,2021,7.8,15,26
Serie,The Choe Show,2021,8.6,6,27
Serie,The Falcon and The Winter Soldier,2021,8,16.5,28
Serie,The Great North,2021,6.5,26.5,29
Serie,The Might Ducks: Game Changers,2021,7.6,16.5,30
Serie,The Mighty Ducks: Game Changers,2021,7.6,17.5,31
Serie,The Mysterious Benedict Society,2021,7.7,17.5,32
Serie,The Premise,2021,6.2,22.5,33
Serie,The Wonder Years,2021,5.7,14.5,34
Serie,Turner & Hooch,2021,6.1,21.5,35
Serie,What If…?,2021,7.6,18.5,36
Serie,Y: The Last Man,2021,6.6,24,37
Special,Disney Princess remixed: An Ultimate Princess Celebration,2021,5.5,14,38
